 Taegu Pyungkwang River Catchment:  Calibration Data                             
 Starting Subcatchment     1
 Subcatchment : Extracted study basin: Taegu Pyungkwang River                                   
 TL =     5.45
SUMAC =     1.00
 SZQ   0.63446E+00
 SUBCATCHMENT ROUTING DATA
 Maximum Routing Delay   0.41667E+00
 Sum of histogram ordinates      1.0000
  0.10000E+01
 Initial Balance BAL -0.31784E+00
 Initial SBAR         0.31584E+00
 Initial SR0          0.20000E-02
   it       p        ep       q(it)       quz      q       sbar       qof
  504 0.000E+00 0.213E-03 0.184E-03 0.871E-04 0.184E-03 0.261E+00 0.000E+00
  505 0.000E+00 0.236E-03 0.184E-03 0.804E-04 0.184E-03 0.261E+00 0.000E+00
  506 0.000E+00 0.246E-03 0.183E-03 0.742E-04 0.183E-03 0.261E+00 0.000E+00
  507 0.000E+00 0.236E-03 0.182E-03 0.685E-04 0.182E-03 0.261E+00 0.000E+00
  508 0.000E+00 0.213E-03 0.182E-03 0.632E-04 0.182E-03 0.261E+00 0.000E+00
  509 0.000E+00 0.174E-03 0.181E-03 0.584E-04 0.181E-03 0.261E+00 0.000E+00
  510 0.000E+00 0.123E-03 0.180E-03 0.539E-04 0.180E-03 0.261E+00 0.000E+00
  511 0.000E+00 0.596E-04 0.180E-03 0.498E-04 0.180E-03 0.262E+00 0.000E+00
  512 0.000E+00 0.000E+00 0.179E-03 0.460E-04 0.179E-03 0.262E+00 0.000E+00
  513 0.000E+00 0.000E+00 0.178E-03 0.425E-04 0.178E-03 0.262E+00 0.000E+00
  514 0.000E+00 0.000E+00 0.177E-03 0.392E-04 0.177E-03 0.262E+00 0.000E+00
  515 0.000E+00 0.000E+00 0.177E-03 0.363E-04 0.177E-03 0.262E+00 0.000E+00
  516 0.000E+00 0.000E+00 0.176E-03 0.335E-04 0.176E-03 0.262E+00 0.000E+00
  517 0.000E+00 0.000E+00 0.175E-03 0.310E-04 0.175E-03 0.262E+00 0.000E+00
  518 0.000E+00 0.000E+00 0.174E-03 0.286E-04 0.174E-03 0.263E+00 0.000E+00
  519 0.000E+00 0.000E+00 0.174E-03 0.265E-04 0.174E-03 0.263E+00 0.000E+00
  520 0.000E+00 0.000E+00 0.173E-03 0.245E-04 0.173E-03 0.263E+00 0.000E+00
  521 0.000E+00 0.000E+00 0.172E-03 0.226E-04 0.172E-03 0.263E+00 0.000E+00
  522 0.000E+00 0.000E+00 0.171E-03 0.209E-04 0.171E-03 0.263E+00 0.000E+00
  523 0.000E+00 0.000E+00 0.170E-03 0.193E-04 0.170E-03 0.263E+00 0.000E+00
  524 0.000E+00 0.000E+00 0.170E-03 0.179E-04 0.170E-03 0.263E+00 0.000E+00
  525 0.000E+00 0.417E-04 0.169E-03 0.166E-04 0.169E-03 0.264E+00 0.000E+00
  526 0.000E+00 0.804E-04 0.168E-03 0.153E-04 0.168E-03 0.264E+00 0.000E+00
  527 0.000E+00 0.114E-03 0.167E-03 0.142E-04 0.167E-03 0.264E+00 0.000E+00
  528 0.000E+00 0.139E-03 0.166E-03 0.131E-04 0.166E-03 0.264E+00 0.000E+00
  529 0.000E+00 0.154E-03 0.166E-03 0.121E-04 0.166E-03 0.264E+00 0.000E+00
  530 0.000E+00 0.161E-03 0.165E-03 0.112E-04 0.165E-03 0.264E+00 0.000E+00
  531 0.000E+00 0.154E-03 0.164E-03 0.104E-04 0.164E-03 0.265E+00 0.000E+00
  532 0.000E+00 0.139E-03 0.163E-03 0.963E-05 0.163E-03 0.265E+00 0.000E+00
  533 0.000E+00 0.114E-03 0.162E-03 0.892E-05 0.162E-03 0.265E+00 0.000E+00
  534 0.000E+00 0.804E-04 0.162E-03 0.826E-05 0.162E-03 0.265E+00 0.000E+00
  535 0.000E+00 0.389E-04 0.161E-03 0.765E-05 0.161E-03 0.265E+00 0.000E+00
  536 0.000E+00 0.000E+00 0.160E-03 0.709E-05 0.160E-03 0.265E+00 0.000E+00
  537 0.000E+00 0.000E+00 0.159E-03 0.656E-05 0.159E-03 0.265E+00 0.000E+00
  538 0.000E+00 0.000E+00 0.159E-03 0.608E-05 0.159E-03 0.266E+00 0.000E+00
  539 0.000E+00 0.000E+00 0.158E-03 0.564E-05 0.158E-03 0.266E+00 0.000E+00
  540 0.000E+00 0.000E+00 0.157E-03 0.522E-05 0.157E-03 0.266E+00 0.000E+00
  541 0.000E+00 0.000E+00 0.156E-03 0.484E-05 0.156E-03 0.266E+00 0.000E+00
  542 0.000E+00 0.000E+00 0.156E-03 0.449E-05 0.156E-03 0.266E+00 0.000E+00
  543 0.000E+00 0.000E+00 0.155E-03 0.416E-05 0.155E-03 0.266E+00 0.000E+00
  544 0.000E+00 0.000E+00 0.154E-03 0.386E-05 0.154E-03 0.266E+00 0.000E+00
  545 0.000E+00 0.000E+00 0.153E-03 0.358E-05 0.153E-03 0.267E+00 0.000E+00
  546 0.000E+00 0.000E+00 0.153E-03 0.332E-05 0.153E-03 0.267E+00 0.000E+00
  547 0.000E+00 0.000E+00 0.152E-03 0.308E-05 0.152E-03 0.267E+00 0.000E+00
  548 0.000E+00 0.000E+00 0.151E-03 0.286E-05 0.151E-03 0.267E+00 0.000E+00
  549 0.000E+00 0.207E-04 0.151E-03 0.265E-05 0.151E-03 0.267E+00 0.000E+00
  550 0.000E+00 0.400E-04 0.150E-03 0.246E-05 0.150E-03 0.267E+00 0.000E+00
  551 0.000E+00 0.566E-04 0.149E-03 0.228E-05 0.149E-03 0.268E+00 0.000E+00
  552 0.100E-02 0.693E-04 0.148E-03 0.212E-05 0.148E-03 0.268E+00 0.000E+00
  553 0.100E-02 0.766E-04 0.148E-03 0.196E-05 0.148E-03 0.268E+00 0.000E+00
  554 0.200E-02 0.800E-04 0.147E-03 0.572E-04 0.147E-03 0.268E+00 0.000E+00
  555 0.150E-02 0.766E-04 0.147E-03 0.160E-03 0.147E-03 0.268E+00 0.000E+00
  556 0.000E+00 0.693E-04 0.147E-03 0.148E-03 0.147E-03 0.268E+00 0.000E+00
  557 0.500E-03 0.566E-04 0.147E-03 0.163E-03 0.147E-03 0.268E+00 0.000E+00
  558 0.000E+00 0.400E-04 0.147E-03 0.151E-03 0.147E-03 0.268E+00 0.000E+00
  559 0.000E+00 0.194E-04 0.147E-03 0.139E-03 0.147E-03 0.268E+00 0.000E+00
  560 0.000E+00 0.000E+00 0.147E-03 0.129E-03 0.147E-03 0.268E+00 0.000E+00
  561 0.000E+00 0.000E+00 0.147E-03 0.119E-03 0.147E-03 0.268E+00 0.000E+00
  562 0.000E+00 0.000E+00 0.147E-03 0.110E-03 0.147E-03 0.268E+00 0.000E+00
  563 0.000E+00 0.000E+00 0.146E-03 0.102E-03 0.146E-03 0.268E+00 0.000E+00
  564 0.000E+00 0.000E+00 0.146E-03 0.938E-04 0.146E-03 0.268E+00 0.000E+00
  565 0.500E-03 0.000E+00 0.146E-03 0.116E-03 0.146E-03 0.268E+00 0.000E+00
  566 0.000E+00 0.000E+00 0.146E-03 0.107E-03 0.146E-03 0.268E+00 0.000E+00
  567 0.000E+00 0.000E+00 0.146E-03 0.988E-04 0.146E-03 0.268E+00 0.000E+00
  568 0.000E+00 0.000E+00 0.146E-03 0.913E-04 0.146E-03 0.268E+00 0.000E+00
  569 0.000E+00 0.000E+00 0.145E-03 0.844E-04 0.145E-03 0.268E+00 0.000E+00
  570 0.000E+00 0.000E+00 0.145E-03 0.780E-04 0.145E-03 0.268E+00 0.000E+00
  571 0.000E+00 0.000E+00 0.145E-03 0.721E-04 0.145E-03 0.268E+00 0.000E+00
  572 0.000E+00 0.000E+00 0.144E-03 0.667E-04 0.144E-03 0.269E+00 0.000E+00
  573 0.300E-02 0.305E-04 0.144E-03 0.288E-03 0.144E-03 0.268E+00 0.000E+00
  574 0.100E-02 0.589E-04 0.145E-03 0.339E-03 0.145E-03 0.268E+00 0.000E+00
  575 0.250E-02 0.833E-04 0.146E-03 0.498E-03 0.146E-03 0.268E+00 0.000E+00
  576 0.350E-02 0.102E-03 0.147E-03 0.719E-03 0.147E-03 0.267E+00 0.000E+00
  577 0.150E-02 0.113E-03 0.150E-03 0.771E-03 0.150E-03 0.267E+00 0.000E+00
  578 0.000E+00 0.118E-03 0.153E-03 0.714E-03 0.153E-03 0.266E+00 0.000E+00
  579 0.000E+00 0.113E-03 0.155E-03 0.661E-03 0.155E-03 0.266E+00 0.000E+00
  580 0.000E+00 0.102E-03 0.158E-03 0.611E-03 0.158E-03 0.265E+00 0.000E+00
  581 0.000E+00 0.833E-04 0.160E-03 0.565E-03 0.160E-03 0.265E+00 0.000E+00
  582 0.000E+00 0.589E-04 0.162E-03 0.523E-03 0.162E-03 0.264E+00 0.000E+00
  583 0.000E+00 0.285E-04 0.164E-03 0.483E-03 0.164E-03 0.264E+00 0.000E+00
  584 0.000E+00 0.000E+00 0.166E-03 0.447E-03 0.166E-03 0.264E+00 0.000E+00
  585 0.000E+00 0.000E+00 0.167E-03 0.413E-03 0.167E-03 0.263E+00 0.000E+00
  586 0.000E+00 0.000E+00 0.168E-03 0.381E-03 0.168E-03 0.263E+00 0.000E+00
  587 0.000E+00 0.000E+00 0.170E-03 0.352E-03 0.170E-03 0.263E+00 0.000E+00
  588 0.000E+00 0.000E+00 0.171E-03 0.326E-03 0.171E-03 0.263E+00 0.000E+00
  589 0.500E-03 0.000E+00 0.171E-03 0.301E-03 0.171E-03 0.263E+00 0.000E+00
  590 0.000E+00 0.000E+00 0.172E-03 0.278E-03 0.172E-03 0.263E+00 0.000E+00
  591 0.000E+00 0.000E+00 0.173E-03 0.257E-03 0.173E-03 0.263E+00 0.000E+00
  592 0.500E-03 0.000E+00 0.173E-03 0.267E-03 0.173E-03 0.263E+00 0.000E+00
  593 0.000E+00 0.000E+00 0.174E-03 0.246E-03 0.174E-03 0.262E+00 0.000E+00
  594 0.100E-02 0.000E+00 0.174E-03 0.305E-03 0.174E-03 0.262E+00 0.000E+00
  595 0.000E+00 0.000E+00 0.175E-03 0.281E-03 0.175E-03 0.262E+00 0.000E+00
  596 0.000E+00 0.000E+00 0.175E-03 0.260E-03 0.175E-03 0.262E+00 0.000E+00
  597 0.000E+00 0.626E-04 0.176E-03 0.240E-03 0.176E-03 0.262E+00 0.000E+00
  598 0.000E+00 0.121E-03 0.176E-03 0.221E-03 0.176E-03 0.262E+00 0.000E+00
  599 0.000E+00 0.171E-03 0.176E-03 0.204E-03 0.176E-03 0.262E+00 0.000E+00
  600 0.000E+00 0.209E-03 0.176E-03 0.189E-03 0.176E-03 0.262E+00 0.000E+00
  601 0.000E+00 0.232E-03 0.177E-03 0.174E-03 0.177E-03 0.262E+00 0.000E+00
  602 0.000E+00 0.242E-03 0.177E-03 0.161E-03 0.177E-03 0.262E+00 0.000E+00
  603 0.000E+00 0.232E-03 0.176E-03 0.149E-03 0.176E-03 0.262E+00 0.000E+00
  604 0.000E+00 0.209E-03 0.176E-03 0.137E-03 0.176E-03 0.262E+00 0.000E+00
  605 0.000E+00 0.171E-03 0.176E-03 0.127E-03 0.176E-03 0.262E+00 0.000E+00
  606 0.000E+00 0.121E-03 0.176E-03 0.117E-03 0.176E-03 0.262E+00 0.000E+00
  607 0.000E+00 0.585E-04 0.176E-03 0.108E-03 0.176E-03 0.262E+00 0.000E+00
  608 0.000E+00 0.000E+00 0.175E-03 0.998E-04 0.175E-03 0.262E+00 0.000E+00
  609 0.000E+00 0.000E+00 0.175E-03 0.922E-04 0.175E-03 0.262E+00 0.000E+00
  610 0.000E+00 0.000E+00 0.174E-03 0.852E-04 0.174E-03 0.262E+00 0.000E+00
  611 0.000E+00 0.000E+00 0.174E-03 0.787E-04 0.174E-03 0.263E+00 0.000E+00
  612 0.000E+00 0.000E+00 0.173E-03 0.727E-04 0.173E-03 0.263E+00 0.000E+00
  613 0.000E+00 0.000E+00 0.173E-03 0.672E-04 0.173E-03 0.263E+00 0.000E+00
  614 0.000E+00 0.000E+00 0.172E-03 0.621E-04 0.172E-03 0.263E+00 0.000E+00
  615 0.000E+00 0.000E+00 0.172E-03 0.574E-04 0.172E-03 0.263E+00 0.000E+00
  616 0.000E+00 0.000E+00 0.171E-03 0.530E-04 0.171E-03 0.263E+00 0.000E+00
  617 0.000E+00 0.000E+00 0.170E-03 0.490E-04 0.170E-03 0.263E+00 0.000E+00
  618 0.000E+00 0.000E+00 0.170E-03 0.453E-04 0.170E-03 0.263E+00 0.000E+00
  619 0.000E+00 0.000E+00 0.169E-03 0.419E-04 0.169E-03 0.264E+00 0.000E+00
  620 0.000E+00 0.000E+00 0.168E-03 0.388E-04 0.168E-03 0.264E+00 0.000E+00
  621 0.000E+00 0.142E-04 0.168E-03 0.358E-04 0.168E-03 0.264E+00 0.000E+00
  622 0.000E+00 0.275E-04 0.167E-03 0.332E-04 0.167E-03 0.264E+00 0.000E+00
  623 0.000E+00 0.389E-04 0.166E-03 0.307E-04 0.166E-03 0.264E+00 0.000E+00
  624 0.100E-02 0.476E-04 0.166E-03 0.284E-04 0.166E-03 0.264E+00 0.000E+00
  625 0.100E-02 0.527E-04 0.165E-03 0.322E-04 0.165E-03 0.264E+00 0.000E+00
  626 0.300E-02 0.550E-04 0.164E-03 0.256E-03 0.164E-03 0.264E+00 0.000E+00
  627 0.200E-02 0.527E-04 0.165E-03 0.385E-03 0.165E-03 0.264E+00 0.000E+00
  628 0.150E-02 0.476E-04 0.166E-03 0.467E-03 0.166E-03 0.264E+00 0.000E+00
  629 0.350E-02 0.389E-04 0.167E-03 0.696E-03 0.167E-03 0.263E+00 0.000E+00
  630 0.400E-02 0.275E-04 0.170E-03 0.948E-03 0.170E-03 0.262E+00 0.000E+00
  631 0.500E-02 0.133E-04 0.174E-03 0.126E-02 0.174E-03 0.261E+00 0.000E+00
  632 0.000E+00 0.000E+00 0.180E-03 0.117E-02 0.180E-03 0.260E+00 0.000E+00
  633 0.000E+00 0.000E+00 0.186E-03 0.108E-02 0.186E-03 0.259E+00 0.000E+00
  634 0.100E-02 0.000E+00 0.191E-03 0.108E-02 0.191E-03 0.259E+00 0.000E+00
  635 0.250E-02 0.000E+00 0.197E-03 0.119E-02 0.197E-03 0.258E+00 0.000E+00
  636 0.350E-02 0.000E+00 0.203E-03 0.138E-02 0.203E-03 0.256E+00 0.000E+00
  637 0.300E-02 0.000E+00 0.210E-03 0.151E-02 0.210E-03 0.255E+00 0.000E+00
  638 0.000E+00 0.000E+00 0.219E-03 0.140E-02 0.219E-03 0.254E+00 0.000E+00
  639 0.500E-03 0.000E+00 0.227E-03 0.133E-02 0.227E-03 0.253E+00 0.000E+00
  640 0.000E+00 0.000E+00 0.235E-03 0.123E-02 0.235E-03 0.252E+00 0.000E+00
  641 0.500E-03 0.000E+00 0.243E-03 0.118E-02 0.243E-03 0.251E+00 0.000E+00
  642 0.000E+00 0.000E+00 0.250E-03 0.108E-02 0.250E-03 0.250E+00 0.000E+00
  643 0.500E-03 0.000E+00 0.257E-03 0.104E-02 0.257E-03 0.249E+00 0.000E+00
  644 0.000E+00 0.000E+00 0.263E-03 0.959E-03 0.263E-03 0.249E+00 0.000E+00
  645 0.000E+00 0.169E-04 0.269E-03 0.884E-03 0.269E-03 0.248E+00 0.000E+00
  646 0.000E+00 0.326E-04 0.274E-03 0.813E-03 0.274E-03 0.247E+00 0.000E+00
  647 0.000E+00 0.461E-04 0.279E-03 0.749E-03 0.279E-03 0.247E+00 0.000E+00
  648 0.000E+00 0.564E-04 0.283E-03 0.689E-03 0.283E-03 0.247E+00 0.000E+00
  649 0.000E+00 0.624E-04 0.286E-03 0.633E-03 0.286E-03 0.246E+00 0.000E+00
  650 0.000E+00 0.652E-04 0.289E-03 0.582E-03 0.289E-03 0.246E+00 0.000E+00
  651 0.000E+00 0.624E-04 0.292E-03 0.535E-03 0.292E-03 0.246E+00 0.000E+00
  652 0.000E+00 0.564E-04 0.294E-03 0.492E-03 0.294E-03 0.245E+00 0.000E+00
  653 0.000E+00 0.461E-04 0.296E-03 0.452E-03 0.296E-03 0.245E+00 0.000E+00
  654 0.000E+00 0.326E-04 0.298E-03 0.415E-03 0.298E-03 0.245E+00 0.000E+00
  655 0.000E+00 0.158E-04 0.299E-03 0.382E-03 0.299E-03 0.245E+00 0.000E+00
  656 0.000E+00 0.000E+00 0.300E-03 0.350E-03 0.300E-03 0.245E+00 0.000E+00
  657 0.000E+00 0.000E+00 0.300E-03 0.322E-03 0.300E-03 0.245E+00 0.000E+00
  658 0.000E+00 0.000E+00 0.300E-03 0.296E-03 0.300E-03 0.245E+00 0.000E+00
  659 0.000E+00 0.000E+00 0.300E-03 0.272E-03 0.300E-03 0.245E+00 0.000E+00
  660 0.000E+00 0.000E+00 0.300E-03 0.249E-03 0.300E-03 0.245E+00 0.000E+00
  661 0.000E+00 0.000E+00 0.299E-03 0.229E-03 0.299E-03 0.245E+00 0.000E+00
  662 0.000E+00 0.000E+00 0.299E-03 0.210E-03 0.299E-03 0.245E+00 0.000E+00
  663 0.000E+00 0.000E+00 0.298E-03 0.193E-03 0.298E-03 0.245E+00 0.000E+00
  664 0.000E+00 0.000E+00 0.297E-03 0.178E-03 0.297E-03 0.245E+00 0.000E+00
  665 0.000E+00 0.000E+00 0.296E-03 0.163E-03 0.296E-03 0.246E+00 0.000E+00
  666 0.500E-03 0.000E+00 0.295E-03 0.151E-03 0.295E-03 0.246E+00 0.000E+00
  667 0.000E+00 0.000E+00 0.293E-03 0.139E-03 0.293E-03 0.246E+00 0.000E+00
  668 0.500E-03 0.000E+00 0.292E-03 0.169E-03 0.292E-03 0.246E+00 0.000E+00
  669 0.500E-03 0.153E-04 0.291E-03 0.196E-03 0.291E-03 0.246E+00 0.000E+00
  670 0.000E+00 0.295E-04 0.290E-03 0.180E-03 0.290E-03 0.246E+00 0.000E+00
  671 0.100E-02 0.417E-04 0.289E-03 0.244E-03 0.289E-03 0.246E+00 0.000E+00
  672 0.000E+00 0.511E-04 0.289E-03 0.224E-03 0.289E-03 0.246E+00 0.000E+00
  673 0.000E+00 0.565E-04 0.288E-03 0.206E-03 0.288E-03 0.246E+00 0.000E+00
  674 0.000E+00 0.590E-04 0.287E-03 0.189E-03 0.287E-03 0.247E+00 0.000E+00
  675 0.500E-03 0.565E-04 0.286E-03 0.197E-03 0.286E-03 0.247E+00 0.000E+00
  676 0.500E-03 0.511E-04 0.286E-03 0.218E-03 0.286E-03 0.247E+00 0.000E+00
  677 0.000E+00 0.417E-04 0.285E-03 0.200E-03 0.285E-03 0.247E+00 0.000E+00
  678 0.000E+00 0.295E-04 0.284E-03 0.183E-03 0.284E-03 0.247E+00 0.000E+00
  679 0.100E-02 0.143E-04 0.283E-03 0.240E-03 0.283E-03 0.247E+00 0.000E+00
  680 0.100E-02 0.000E+00 0.283E-03 0.302E-03 0.283E-03 0.247E+00 0.000E+00
  681 0.000E+00 0.000E+00 0.283E-03 0.277E-03 0.283E-03 0.247E+00 0.000E+00
  682 0.000E+00 0.000E+00 0.283E-03 0.254E-03 0.283E-03 0.247E+00 0.000E+00
  683 0.000E+00 0.000E+00 0.283E-03 0.233E-03 0.283E-03 0.247E+00 0.000E+00
  684 0.000E+00 0.000E+00 0.282E-03 0.214E-03 0.282E-03 0.247E+00 0.000E+00
  685 0.000E+00 0.000E+00 0.282E-03 0.196E-03 0.282E-03 0.247E+00 0.000E+00
  686 0.000E+00 0.000E+00 0.281E-03 0.180E-03 0.281E-03 0.247E+00 0.000E+00
  687 0.000E+00 0.000E+00 0.280E-03 0.166E-03 0.280E-03 0.247E+00 0.000E+00
  688 0.000E+00 0.000E+00 0.279E-03 0.152E-03 0.279E-03 0.247E+00 0.000E+00
  689 0.000E+00 0.000E+00 0.278E-03 0.140E-03 0.278E-03 0.248E+00 0.000E+00
  690 0.000E+00 0.000E+00 0.277E-03 0.128E-03 0.277E-03 0.248E+00 0.000E+00
  691 0.000E+00 0.000E+00 0.275E-03 0.118E-03 0.275E-03 0.248E+00 0.000E+00
  692 0.000E+00 0.000E+00 0.274E-03 0.108E-03 0.274E-03 0.248E+00 0.000E+00
  693 0.000E+00 0.561E-04 0.273E-03 0.993E-04 0.273E-03 0.248E+00 0.000E+00
  694 0.000E+00 0.108E-03 0.271E-03 0.913E-04 0.271E-03 0.248E+00 0.000E+00
  695 0.000E+00 0.153E-03 0.270E-03 0.839E-04 0.270E-03 0.249E+00 0.000E+00
  696 0.000E+00 0.188E-03 0.268E-03 0.771E-04 0.268E-03 0.249E+00 0.000E+00
  697 0.000E+00 0.208E-03 0.267E-03 0.709E-04 0.267E-03 0.249E+00 0.000E+00
  698 0.000E+00 0.217E-03 0.265E-03 0.652E-04 0.265E-03 0.249E+00 0.000E+00
  699 0.000E+00 0.208E-03 0.263E-03 0.599E-04 0.263E-03 0.249E+00 0.000E+00
  700 0.500E-03 0.188E-03 0.262E-03 0.551E-04 0.262E-03 0.250E+00 0.000E+00
  701 0.000E+00 0.153E-03 0.260E-03 0.507E-04 0.260E-03 0.250E+00 0.000E+00
  702 0.000E+00 0.108E-03 0.258E-03 0.466E-04 0.258E-03 0.250E+00 0.000E+00
  703 0.000E+00 0.524E-04 0.257E-03 0.429E-04 0.257E-03 0.250E+00 0.000E+00
  704 0.000E+00 0.000E+00 0.255E-03 0.395E-04 0.255E-03 0.250E+00 0.000E+00
  705 0.000E+00 0.000E+00 0.253E-03 0.363E-04 0.253E-03 0.251E+00 0.000E+00
  706 0.000E+00 0.000E+00 0.251E-03 0.335E-04 0.251E-03 0.251E+00 0.000E+00
  707 0.000E+00 0.000E+00 0.250E-03 0.308E-04 0.250E-03 0.251E+00 0.000E+00
  708 0.000E+00 0.000E+00 0.248E-03 0.284E-04 0.248E-03 0.251E+00 0.000E+00
  709 0.000E+00 0.000E+00 0.246E-03 0.261E-04 0.246E-03 0.252E+00 0.000E+00
  710 0.000E+00 0.000E+00 0.245E-03 0.241E-04 0.245E-03 0.252E+00 0.000E+00
  711 0.000E+00 0.000E+00 0.243E-03 0.222E-04 0.243E-03 0.252E+00 0.000E+00
  712 0.000E+00 0.000E+00 0.241E-03 0.204E-04 0.241E-03 0.252E+00 0.000E+00
  713 0.000E+00 0.000E+00 0.240E-03 0.188E-04 0.240E-03 0.252E+00 0.000E+00
  714 0.000E+00 0.000E+00 0.238E-03 0.174E-04 0.238E-03 0.253E+00 0.000E+00
  715 0.000E+00 0.000E+00 0.236E-03 0.160E-04 0.236E-03 0.253E+00 0.000E+00
  716 0.000E+00 0.000E+00 0.235E-03 0.148E-04 0.235E-03 0.253E+00 0.000E+00
  717 0.000E+00 0.856E-04 0.233E-03 0.136E-04 0.233E-03 0.253E+00 0.000E+00
  718 0.000E+00 0.165E-03 0.232E-03 0.126E-04 0.232E-03 0.254E+00 0.000E+00
  719 0.000E+00 0.234E-03 0.230E-03 0.116E-04 0.230E-03 0.254E+00 0.000E+00
  720 0.000E+00 0.286E-03 0.228E-03 0.107E-04 0.228E-03 0.254E+00 0.000E+00
  721 0.000E+00 0.317E-03 0.227E-03 0.987E-05 0.227E-03 0.254E+00 0.000E+00
  722 0.000E+00 0.331E-03 0.225E-03 0.912E-05 0.225E-03 0.254E+00 0.000E+00
  723 0.000E+00 0.317E-03 0.224E-03 0.842E-05 0.224E-03 0.255E+00 0.000E+00
  724 0.000E+00 0.286E-03 0.222E-03 0.777E-05 0.222E-03 0.255E+00 0.000E+00
  725 0.000E+00 0.234E-03 0.221E-03 0.718E-05 0.221E-03 0.255E+00 0.000E+00
  726 0.000E+00 0.165E-03 0.219E-03 0.663E-05 0.219E-03 0.255E+00 0.000E+00
  727 0.000E+00 0.800E-04 0.218E-03 0.612E-05 0.218E-03 0.255E+00 0.000E+00
  728 0.000E+00 0.000E+00 0.216E-03 0.566E-05 0.216E-03 0.256E+00 0.000E+00
  729 0.000E+00 0.000E+00 0.215E-03 0.523E-05 0.215E-03 0.256E+00 0.000E+00
  730 0.000E+00 0.000E+00 0.214E-03 0.483E-05 0.214E-03 0.256E+00 0.000E+00
  731 0.000E+00 0.000E+00 0.212E-03 0.447E-05 0.212E-03 0.256E+00 0.000E+00
  732 0.000E+00 0.000E+00 0.211E-03 0.413E-05 0.211E-03 0.257E+00 0.000E+00
  733 0.000E+00 0.000E+00 0.209E-03 0.382E-05 0.209E-03 0.257E+00 0.000E+00
  734 0.000E+00 0.000E+00 0.208E-03 0.353E-05 0.208E-03 0.257E+00 0.000E+00
  735 0.000E+00 0.000E+00 0.207E-03 0.327E-05 0.207E-03 0.257E+00 0.000E+00
  736 0.000E+00 0.000E+00 0.205E-03 0.302E-05 0.205E-03 0.257E+00 0.000E+00
  737 0.000E+00 0.000E+00 0.204E-03 0.280E-05 0.204E-03 0.258E+00 0.000E+00
  738 0.000E+00 0.000E+00 0.203E-03 0.259E-05 0.203E-03 0.258E+00 0.000E+00
  739 0.000E+00 0.000E+00 0.202E-03 0.240E-05 0.202E-03 0.258E+00 0.000E+00
  740 0.000E+00 0.000E+00 0.200E-03 0.222E-05 0.200E-03 0.258E+00 0.000E+00
  741 0.000E+00 0.747E-04 0.199E-03 0.205E-05 0.199E-03 0.258E+00 0.000E+00
  742 0.000E+00 0.144E-03 0.198E-03 0.190E-05 0.198E-03 0.259E+00 0.000E+00
  743 0.000E+00 0.204E-03 0.197E-03 0.176E-05 0.197E-03 0.259E+00 0.000E+00
  744 0.000E+00 0.250E-03 0.196E-03 0.163E-05 0.196E-03 0.259E+00 0.000E+00
  745 0.000E+00 0.276E-03 0.194E-03 0.151E-05 0.194E-03 0.259E+00 0.000E+00
  746 0.000E+00 0.288E-03 0.193E-03 0.140E-05 0.193E-03 0.259E+00 0.000E+00
  747 0.000E+00 0.276E-03 0.192E-03 0.130E-05 0.192E-03 0.259E+00 0.000E+00
  748 0.000E+00 0.250E-03 0.191E-03 0.120E-05 0.191E-03 0.260E+00 0.000E+00
  749 0.000E+00 0.204E-03 0.190E-03 0.111E-05 0.190E-03 0.260E+00 0.000E+00
  750 0.000E+00 0.144E-03 0.189E-03 0.103E-05 0.189E-03 0.260E+00 0.000E+00
  751 0.000E+00 0.698E-04 0.188E-03 0.957E-06 0.188E-03 0.260E+00 0.000E+00
  752 0.000E+00 0.000E+00 0.186E-03 0.887E-06 0.186E-03 0.260E+00 0.000E+00
  753 0.000E+00 0.000E+00 0.185E-03 0.823E-06 0.185E-03 0.261E+00 0.000E+00
  754 0.000E+00 0.000E+00 0.184E-03 0.763E-06 0.184E-03 0.261E+00 0.000E+00
  755 0.000E+00 0.000E+00 0.183E-03 0.708E-06 0.183E-03 0.261E+00 0.000E+00
  756 0.000E+00 0.000E+00 0.182E-03 0.657E-06 0.182E-03 0.261E+00 0.000E+00
  757 0.000E+00 0.000E+00 0.181E-03 0.609E-06 0.181E-03 0.261E+00 0.000E+00
  758 0.000E+00 0.000E+00 0.180E-03 0.565E-06 0.180E-03 0.262E+00 0.000E+00
  759 0.000E+00 0.000E+00 0.179E-03 0.525E-06 0.179E-03 0.262E+00 0.000E+00
  760 0.000E+00 0.000E+00 0.178E-03 0.487E-06 0.178E-03 0.262E+00 0.000E+00
  761 0.000E+00 0.000E+00 0.177E-03 0.452E-06 0.177E-03 0.262E+00 0.000E+00
  762 0.000E+00 0.000E+00 0.176E-03 0.420E-06 0.176E-03 0.262E+00 0.000E+00
  763 0.000E+00 0.000E+00 0.175E-03 0.390E-06 0.175E-03 0.262E+00 0.000E+00
  764 0.000E+00 0.000E+00 0.174E-03 0.362E-06 0.174E-03 0.263E+00 0.000E+00
  765 0.000E+00 0.967E-04 0.173E-03 0.336E-06 0.173E-03 0.263E+00 0.000E+00
  766 0.000E+00 0.187E-03 0.172E-03 0.312E-06 0.172E-03 0.263E+00 0.000E+00
  767 0.000E+00 0.264E-03 0.171E-03 0.290E-06 0.171E-03 0.263E+00 0.000E+00
