Taegu Pyungkwang River Catchment: Calibration Data

Starting Subcatchment 1
Subcatchment : Extracted study basin: Taegu Pyungkwang River

TL =     5.45
SUMAC =     1.00
SZQ =       0.63446
Subcatchment routing data:
Maximum Routing Delay       0.41667
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial Balance BAL     -0.31784
Initial SBAR             0.31584
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
694 0.0000e+00 1.0830e-04 2.7124e-04 9.1283e-05 2.7124e-04 2.4842e-01 0.0000e+00
695 0.0000e+00 1.5320e-04 2.6971e-04 8.3884e-05 2.6971e-04 2.4861e-01 0.0000e+00
696 0.0000e+00 1.8770e-04 2.6815e-04 7.7096e-05 2.6815e-04 2.4880e-01 0.0000e+00
697 0.0000e+00 2.0760e-04 2.6656e-04 7.0869e-05 2.6656e-04 2.4899e-01 0.0000e+00
698 0.0000e+00 2.1680e-04 2.6493e-04 6.5155e-05 2.6493e-04 2.4919e-01 0.0000e+00
699 0.0000e+00 2.0760e-04 2.6328e-04 5.9911e-05 2.6328e-04 2.4940e-01 0.0000e+00
700 5.0000e-04 1.8770e-04 2.6161e-04 5.5099e-05 2.6161e-04 2.4960e-01 0.0000e+00
701 0.0000e+00 1.5320e-04 2.5993e-04 5.0681e-05 2.5993e-04 2.4981e-01 0.0000e+00
702 0.0000e+00 1.0830e-04 2.5824e-04 4.6626e-05 2.5824e-04 2.5002e-01 0.0000e+00
703 0.0000e+00 5.2400e-05 2.5654e-04 4.2902e-05 2.5654e-04 2.5024e-01 0.0000e+00
704 0.0000e+00 0.0000e+00 2.5483e-04 3.9482e-05 2.5483e-04 2.5045e-01 0.0000e+00
705 0.0000e+00 0.0000e+00 2.5312e-04 3.6341e-05 2.5312e-04 2.5067e-01 0.0000e+00
706 0.0000e+00 0.0000e+00 2.5141e-04 3.3456e-05 2.5141e-04 2.5089e-01 0.0000e+00
707 0.0000e+00 0.0000e+00 2.4970e-04 3.0805e-05 2.4970e-04 2.5111e-01 0.0000e+00
708 0.0000e+00 0.0000e+00 2.4800e-04 2.8369e-05 2.4800e-04 2.5133e-01 0.0000e+00
709 0.0000e+00 0.0000e+00 2.4631e-04 2.6130e-05 2.4631e-04 2.5155e-01 0.0000e+00
710 0.0000e+00 0.0000e+00 2.4462e-04 2.4072e-05 2.4462e-04 2.5177e-01 0.0000e+00
711 0.0000e+00 0.0000e+00 2.4294e-04 2.2180e-05 2.4294e-04 2.5199e-01 0.0000e+00
712 0.0000e+00 0.0000e+00 2.4127e-04 2.0440e-05 2.4127e-04 2.5221e-01 0.0000e+00
713 0.0000e+00 0.0000e+00 2.3961e-04 1.8840e-05 2.3961e-04 2.5243e-01 0.0000e+00
714 0.0000e+00 0.0000e+00 2.3796e-04 1.7368e-05 2.3796e-04 2.5265e-01 0.0000e+00
715 0.0000e+00 0.0000e+00 2.3632e-04 1.6014e-05 2.3632e-04 2.5287e-01 0.0000e+00
716 0.0000e+00 0.0000e+00 2.3470e-04 1.4768e-05 2.3470e-04 2.5309e-01 0.0000e+00
717 0.0000e+00 8.5600e-05 2.3310e-04 1.3621e-05 2.3310e-04 2.5331e-01 0.0000e+00
718 0.0000e+00 1.6520e-04 2.3150e-04 1.2565e-05 2.3150e-04 2.5353e-01 0.0000e+00
719 0.0000e+00 2.3380e-04 2.2992e-04 1.1593e-05 2.2992e-04 2.5375e-01 0.0000e+00
720 0.0000e+00 2.8620e-04 2.2836e-04 1.0699e-05 2.2836e-04 2.5397e-01 0.0000e+00
721 0.0000e+00 3.1670e-04 2.2681e-04 9.8743e-06 2.2681e-04 2.5418e-01 0.0000e+00
722 0.0000e+00 3.3060e-04 2.2528e-04 9.1150e-06 2.2528e-04 2.5440e-01 0.0000e+00
723 0.0000e+00 3.1670e-04 2.2376e-04 8.4155e-06 2.2376e-04 2.5461e-01 0.0000e+00
724 0.0000e+00 2.8620e-04 2.2226e-04 7.7709e-06 2.2226e-04 2.5483e-01 0.0000e+00
725 0.0000e+00 2.3380e-04 2.2078e-04 7.1769e-06 2.2078e-04 2.5504e-01 0.0000e+00
726 0.0000e+00 1.6520e-04 2.1931e-04 6.6293e-06 2.1931e-04 2.5525e-01 0.0000e+00
727 0.0000e+00 8.0000e-05 2.1786e-04 6.1245e-06 2.1786e-04 2.5547e-01 0.0000e+00
728 0.0000e+00 0.0000e+00 2.1642e-04 5.6590e-06 2.1642e-04 2.5568e-01 0.0000e+00
729 0.0000e+00 0.0000e+00 2.1500e-04 5.2297e-06 2.1500e-04 2.5589e-01 0.0000e+00
730 0.0000e+00 0.0000e+00 2.1359e-04 4.8338e-06 2.1359e-04 2.5610e-01 0.0000e+00
731 0.0000e+00 0.0000e+00 2.1221e-04 4.4685e-06 2.1221e-04 2.5630e-01 0.0000e+00
732 0.0000e+00 0.0000e+00 2.1083e-04 4.1314e-06 2.1083e-04 2.5651e-01 0.0000e+00
733 0.0000e+00 0.0000e+00 2.0947e-04 3.8203e-06 2.0947e-04 2.5672e-01 0.0000e+00
734 0.0000e+00 0.0000e+00 2.0813e-04 3.5332e-06 2.0813e-04 2.5692e-01 0.0000e+00
735 0.0000e+00 0.0000e+00 2.0681e-04 3.2682e-06 2.0681e-04 2.5712e-01 0.0000e+00
736 0.0000e+00 0.0000e+00 2.0550e-04 3.0235e-06 2.0550e-04 2.5733e-01 0.0000e+00
737 0.0000e+00 0.0000e+00 2.0420e-04 2.7975e-06 2.0420e-04 2.5753e-01 0.0000e+00
738 0.0000e+00 0.0000e+00 2.0292e-04 2.5888e-06 2.0292e-04 2.5773e-01 0.0000e+00
739 0.0000e+00 0.0000e+00 2.0165e-04 2.3960e-06 2.0165e-04 2.5793e-01 0.0000e+00
740 0.0000e+00 0.0000e+00 2.0040e-04 2.2179e-06 2.0040e-04 2.5813e-01 0.0000e+00
741 0.0000e+00 7.4700e-05 1.9916e-04 2.0533e-06 1.9916e-04 2.5832e-01 0.0000e+00
742 0.0000e+00 1.4410e-04 1.9794e-04 1.9012e-06 1.9794e-04 2.5852e-01 0.0000e+00
743 0.0000e+00 2.0380e-04 1.9673e-04 1.7606e-06 1.9673e-04 2.5871e-01 0.0000e+00
744 0.0000e+00 2.4960e-04 1.9554e-04 1.6307e-06 1.9554e-04 2.5891e-01 0.0000e+00
745 0.0000e+00 2.7610e-04 1.9435e-04 1.5105e-06 1.9435e-04 2.5910e-01 0.0000e+00
746 0.0000e+00 2.8830e-04 1.9319e-04 1.3994e-06 1.9319e-04 2.5929e-01 0.0000e+00
747 0.0000e+00 2.7610e-04 1.9203e-04 1.2966e-06 1.9203e-04 2.5948e-01 0.0000e+00
748 0.0000e+00 2.4960e-04 1.9089e-04 1.2016e-06 1.9089e-04 2.5967e-01 0.0000e+00
749 0.0000e+00 2.0380e-04 1.8976e-04 1.1136e-06 1.8976e-04 2.5986e-01 0.0000e+00
750 0.0000e+00 1.4410e-04 1.8865e-04 1.0323e-06 1.8865e-04 2.6005e-01 0.0000e+00
751 0.0000e+00 6.9800e-05 1.8754e-04 9.5697e-07 1.8754e-04 2.6024e-01 0.0000e+00
752 0.0000e+00 0.0000e+00 1.8645e-04 8.8729e-07 1.8645e-04 2.6042e-01 0.0000e+00
753 0.0000e+00 0.0000e+00 1.8538e-04 8.2279e-07 1.8538e-04 2.6061e-01 0.0000e+00
754 0.0000e+00 0.0000e+00 1.8431e-04 7.6307e-07 1.8431e-04 2.6079e-01 0.0000e+00
755 0.0000e+00 0.0000e+00 1.8326e-04 7.0778e-07 1.8326e-04 2.6097e-01 0.0000e+00
756 0.0000e+00 0.0000e+00 1.8221e-04 6.5658e-07 1.8221e-04 2.6115e-01 0.0000e+00
757 0.0000e+00 0.0000e+00 1.8118e-04 6.0916e-07 1.8118e-04 2.6133e-01 0.0000e+00
758 0.0000e+00 0.0000e+00 1.8016e-04 5.6523e-07 1.8016e-04 2.6151e-01 0.0000e+00
759 0.0000e+00 0.0000e+00 1.7915e-04 5.2454e-07 1.7915e-04 2.6169e-01 0.0000e+00
760 0.0000e+00 0.0000e+00 1.7816e-04 4.8684e-07 1.7816e-04 2.6187e-01 0.0000e+00
761 0.0000e+00 0.0000e+00 1.7717e-04 4.5190e-07 1.7717e-04 2.6205e-01 0.0000e+00
762 0.0000e+00 0.0000e+00 1.7620e-04 4.1952e-07 1.7620e-04 2.6222e-01 0.0000e+00
763 0.0000e+00 0.0000e+00 1.7523e-04 3.8951e-07 1.7523e-04 2.6240e-01 0.0000e+00
764 0.0000e+00 0.0000e+00 1.7428e-04 3.6169e-07 1.7428e-04 2.6257e-01 0.0000e+00
765 0.0000e+00 9.6700e-05 1.7333e-04 3.3589e-07 1.7333e-04 2.6274e-01 0.0000e+00
766 0.0000e+00 1.8660e-04 1.7240e-04 3.1196e-07 1.7240e-04 2.6292e-01 0.0000e+00
767 0.0000e+00 2.6400e-04 1.7147e-04 2.8978e-07 1.7147e-04 2.6309e-01 0.0000e+00
768 0.0000e+00 3.2330e-04 1.7056e-04 2.6921e-07 1.7056e-04 2.6326e-01 0.0000e+00
769 0.0000e+00 3.5770e-04 1.6965e-04 2.5013e-07 1.6965e-04 2.6343e-01 0.0000e+00
770 0.0000e+00 3.7350e-04 1.6876e-04 2.3243e-07 1.6876e-04 2.6360e-01 0.0000e+00
771 0.0000e+00 3.5770e-04 1.6787e-04 2.1600e-07 1.6787e-04 2.6376e-01 0.0000e+00
772 0.0000e+00 3.2330e-04 1.6699e-04 2.0073e-07 1.6699e-04 2.6393e-01 0.0000e+00
773 0.0000e+00 2.6400e-04 1.6612e-04 1.8659e-07 1.6612e-04 2.6410e-01 0.0000e+00
774 0.0000e+00 1.8660e-04 1.6526e-04 1.7347e-07 1.6526e-04 2.6426e-01 0.0000e+00
775 0.0000e+00 9.0400e-05 1.6441e-04 1.6128e-07 1.6441e-04 2.6442e-01 0.0000e+00
776 0.0000e+00 0.0000e+00 1.6357e-04 1.4997e-07 1.6357e-04 2.6459e-01 0.0000e+00
777 0.0000e+00 0.0000e+00 1.6274e-04 1.3931e-07 1.6274e-04 2.6475e-01 0.0000e+00
778 0.0000e+00 0.0000e+00 1.6191e-04 1.2957e-07 1.6191e-04 2.6491e-01 0.0000e+00
779 0.0000e+00 0.0000e+00 1.6110e-04 1.2053e-07 1.6110e-04 2.6507e-01 0.0000e+00
780 0.0000e+00 0.0000e+00 1.6029e-04 1.1212e-07 1.6029e-04 2.6523e-01 0.0000e+00
781 0.0000e+00 0.0000e+00 1.5949e-04 1.0432e-07 1.5949e-04 2.6539e-01 0.0000e+00
782 0.0000e+00 0.0000e+00 1.5870e-04 9.7069e-08 1.5870e-04 2.6555e-01 0.0000e+00
783 0.0000e+00 0.0000e+00 1.5791e-04 9.0103e-08 1.5791e-04 2.6571e-01 0.0000e+00
784 0.0000e+00 0.0000e+00 1.5714e-04 8.3863e-08 1.5714e-04 2.6587e-01 0.0000e+00
785 0.0000e+00 0.0000e+00 1.5637e-04 7.8063e-08 1.5637e-04 2.6602e-01 0.0000e+00
786 0.0000e+00 0.0000e+00 1.5560e-04 7.2672e-08 1.5560e-04 2.6618e-01 0.0000e+00
787 0.0000e+00 0.0000e+00 1.5485e-04 6.7660e-08 1.5485e-04 2.6633e-01 0.0000e+00
788 0.0000e+00 0.0000e+00 1.5410e-04 6.3000e-08 1.5410e-04 2.6649e-01 0.0000e+00
789 0.0000e+00 1.2590e-04 1.5336e-04 5.8014e-08 1.5336e-04 2.6664e-01 0.0000e+00
790 0.0000e+00 2.4290e-04 1.5263e-04 5.4041e-08 1.5263e-04 2.6679e-01 0.0000e+00
791 0.0000e+00 3.4370e-04 1.5190e-04 5.0346e-08 1.5190e-04 2.6694e-01 0.0000e+00
792 0.0000e+00 4.2090e-04 1.5118e-04 4.6908e-08 1.5118e-04 2.6710e-01 0.0000e+00
793 0.0000e+00 4.6560e-04 1.5047e-04 4.3708e-08 1.5047e-04 2.6725e-01 0.0000e+00
794 0.0000e+00 4.8620e-04 1.4977e-04 3.9786e-08 1.4977e-04 2.6740e-01 0.0000e+00
795 0.0000e+00 4.6560e-04 1.4907e-04 3.7094e-08 1.4907e-04 2.6755e-01 0.0000e+00
796 0.0000e+00 4.2090e-04 1.4837e-04 3.4588e-08 1.4837e-04 2.6769e-01 0.0000e+00
797 0.0000e+00 3.4370e-04 1.4769e-04 3.2254e-08 1.4769e-04 2.6784e-01 0.0000e+00
798 0.0000e+00 2.4290e-04 1.4701e-04 3.0079e-08 1.4701e-04 2.6799e-01 0.0000e+00
799 0.0000e+00 1.1760e-04 1.4633e-04 2.8054e-08 1.4633e-04 2.6813e-01 0.0000e+00
800 0.0000e+00 0.0000e+00 1.4567e-04 2.4927e-08 1.4567e-04 2.6828e-01 0.0000e+00
801 0.0000e+00 0.0000e+00 1.4501e-04 2.3269e-08 1.4501e-04 2.6843e-01 0.0000e+00
802 0.0000e+00 0.0000e+00 1.4435e-04 2.1723e-08 1.4435e-04 2.6857e-01 0.0000e+00
803 0.0000e+00 0.0000e+00 1.4370e-04 2.0282e-08 1.4370e-04 2.6871e-01 0.0000e+00
804 0.0000e+00 0.0000e+00 1.4306e-04 1.8937e-08 1.4306e-04 2.6886e-01 0.0000e+00
805 0.0000e+00 0.0000e+00 1.4242e-04 1.7683e-08 1.4242e-04 2.6900e-01 0.0000e+00
806 0.0000e+00 0.0000e+00 1.4179e-04 1.5522e-08 1.4179e-04 2.6914e-01 0.0000e+00
807 0.0000e+00 0.0000e+00 1.4116e-04 1.4508e-08 1.4116e-04 2.6928e-01 0.0000e+00
808 0.0000e+00 0.0000e+00 1.4054e-04 1.3560e-08 1.4054e-04 2.6942e-01 0.0000e+00
809 0.0000e+00 0.0000e+00 1.3992e-04 1.2675e-08 1.3992e-04 2.6956e-01 0.0000e+00
810 0.0000e+00 0.0000e+00 1.3931e-04 1.1849e-08 1.3931e-04 2.6970e-01 0.0000e+00
811 0.0000e+00 0.0000e+00 1.3871e-04 1.1078e-08 1.3871e-04 2.6984e-01 0.0000e+00
812 0.0000e+00 0.0000e+00 1.3811e-04 9.9983e-09 1.3811e-04 2.6998e-01 0.0000e+00
813 0.0000e+00 3.0400e-05 1.3751e-04 9.3518e-09 1.3751e-04 2.7012e-01 0.0000e+00
814 0.0000e+00 5.8700e-05 1.3692e-04 8.7476e-09 1.3692e-04 2.7025e-01 0.0000e+00
815 0.0000e+00 8.3100e-05 1.3634e-04 8.1830e-09 1.3634e-04 2.7039e-01 0.0000e+00
816 0.0000e+00 1.0180e-04 1.3576e-04 7.6553e-09 1.3576e-04 2.7052e-01 0.0000e+00
817 0.0000e+00 1.1260e-04 1.3518e-04 7.1622e-09 1.3518e-04 2.7066e-01 0.0000e+00
818 0.0000e+00 1.1760e-04 1.3461e-04 6.1831e-09 1.3461e-04 2.7079e-01 0.0000e+00
819 0.0000e+00 1.1260e-04 1.3405e-04 5.7892e-09 1.3405e-04 2.7093e-01 0.0000e+00
820 0.0000e+00 1.0180e-04 1.3349e-04 5.4207e-09 1.3349e-04 2.7106e-01 0.0000e+00
821 0.0000e+00 8.3100e-05 1.3293e-04 5.0760e-09 1.3293e-04 2.7119e-01 0.0000e+00
822 0.0000e+00 5.8700e-05 1.3238e-04 4.7535e-09 1.3238e-04 2.7133e-01 0.0000e+00
823 0.0000e+00 2.8400e-05 1.3184e-04 4.4518e-09 1.3184e-04 2.7146e-01 0.0000e+00
824 0.0000e+00 0.0000e+00 1.3129e-04 3.5070e-09 1.3129e-04 2.7159e-01 0.0000e+00
825 0.0000e+00 0.0000e+00 1.3076e-04 3.2883e-09 1.3076e-04 2.7172e-01 0.0000e+00
826 0.0000e+00 0.0000e+00 1.3022e-04 3.0835e-09 1.3022e-04 2.7185e-01 0.0000e+00
827 0.0000e+00 0.0000e+00 1.2969e-04 2.8916e-09 1.2969e-04 2.7198e-01 0.0000e+00
828 0.0000e+00 0.0000e+00 1.2917e-04 2.7119e-09 1.2917e-04 2.7211e-01 0.0000e+00
829 0.0000e+00 0.0000e+00 1.2865e-04 2.5434e-09 1.2865e-04 2.7224e-01 0.0000e+00
830 0.0000e+00 0.0000e+00 1.2813e-04 1.6517e-09 1.2813e-04 2.7237e-01 0.0000e+00
831 0.0000e+00 0.0000e+00 1.2762e-04 1.5525e-09 1.2762e-04 2.7249e-01 0.0000e+00
832 0.0000e+00 0.0000e+00 1.2711e-04 1.4593e-09 1.2711e-04 2.7262e-01 0.0000e+00
833 0.0000e+00 0.0000e+00 1.2661e-04 1.3718e-09 1.2661e-04 2.7275e-01 0.0000e+00
834 0.0000e+00 0.0000e+00 1.2611e-04 1.2896e-09 1.2611e-04 2.7287e-01 0.0000e+00
835 0.0000e+00 0.0000e+00 1.2561e-04 1.2124e-09 1.2561e-04 2.7300e-01 0.0000e+00
836 0.0000e+00 0.0000e+00 1.2512e-04 6.8235e-10 1.2512e-04 2.7313e-01 0.0000e+00
837 0.0000e+00 6.6100e-05 1.2463e-04 6.4359e-10 1.2463e-04 2.7325e-01 0.0000e+00
838 0.0000e+00 1.2750e-04 1.2415e-04 6.0706e-10 1.2415e-04 2.7337e-01 0.0000e+00
839 0.0000e+00 1.8040e-04 1.2367e-04 5.7264e-10 1.2367e-04 2.7350e-01 0.0000e+00
840 0.0000e+00 2.2090e-04 1.2319e-04 5.4020e-10 1.2319e-04 2.7362e-01 0.0000e+00
841 0.0000e+00 2.4430e-04 1.2272e-04 5.0963e-10 1.2272e-04 2.7374e-01 0.0000e+00
842 0.0000e+00 2.5510e-04 1.2225e-04 3.5789e-10 1.2225e-04 2.7387e-01 0.0000e+00
843 0.0000e+00 2.4430e-04 1.2178e-04 3.3836e-10 1.2178e-04 2.7399e-01 0.0000e+00
844 0.0000e+00 2.2090e-04 1.2132e-04 3.1991e-10 1.2132e-04 2.7411e-01 0.0000e+00
845 0.0000e+00 1.8040e-04 1.2086e-04 3.0248e-10 1.2086e-04 2.7423e-01 0.0000e+00
846 0.0000e+00 1.2750e-04 1.2040e-04 2.8602e-10 1.2040e-04 2.7435e-01 0.0000e+00
847 0.0000e+00 6.1700e-05 1.1995e-04 2.7047e-10 1.1995e-04 2.7447e-01 0.0000e+00
848 0.0000e+00 0.0000e+00 1.1950e-04 1.9180e-10 1.1950e-04 2.7459e-01 0.0000e+00
849 0.0000e+00 0.0000e+00 1.1906e-04 1.8176e-10 1.1906e-04 2.7471e-01 0.0000e+00
850 0.0000e+00 0.0000e+00 1.1862e-04 1.7226e-10 1.1862e-04 2.7483e-01 0.0000e+00
851 0.0000e+00 0.0000e+00 1.1818e-04 1.6326e-10 1.1818e-04 2.7495e-01 0.0000e+00
852 0.0000e+00 0.0000e+00 1.1774e-04 1.5473e-10 1.1774e-04 2.7506e-01 0.0000e+00
853 0.0000e+00 0.0000e+00 1.1731e-04 1.4666e-10 1.1731e-04 2.7518e-01 0.0000e+00
854 0.0000e+00 0.0000e+00 1.1688e-04 1.0348e-10 1.1688e-04 2.7530e-01 0.0000e+00
855 0.0000e+00 0.0000e+00 1.1645e-04 9.8304e-11 1.1645e-04 2.7541e-01 0.0000e+00
856 0.0000e+00 0.0000e+00 1.1603e-04 9.3395e-11 1.1603e-04 2.7553e-01 0.0000e+00
857 0.0000e+00 0.0000e+00 1.1561e-04 8.8735e-11 1.1561e-04 2.7565e-01 0.0000e+00
858 0.0000e+00 0.0000e+00 1.1519e-04 8.4310e-11 1.1519e-04 2.7576e-01 0.0000e+00
859 0.0000e+00 0.0000e+00 1.1478e-04 8.0108e-11 1.1478e-04 2.7588e-01 0.0000e+00
860 0.0000e+00 0.0000e+00 1.1437e-04 6.2805e-11 1.1437e-04 2.7599e-01 0.0000e+00
861 0.0000e+00 9.7600e-05 1.1396e-04 5.9769e-11 1.1396e-04 2.7610e-01 0.0000e+00
862 0.0000e+00 1.8830e-04 1.1356e-04 5.6881e-11 1.1356e-04 2.7622e-01 0.0000e+00
863 0.0000e+00 2.6650e-04 1.1315e-04 5.4134e-11 1.1315e-04 2.7633e-01 0.0000e+00
864 0.0000e+00 3.2630e-04 1.1275e-04 5.1520e-11 1.1275e-04 2.7644e-01 0.0000e+00
865 0.0000e+00 3.6100e-04 1.1236e-04 4.9035e-11 1.1236e-04 2.7656e-01 0.0000e+00
866 0.0000e+00 3.7690e-04 1.1196e-04 4.1219e-11 1.1196e-04 2.7667e-01 0.0000e+00
867 0.0000e+00 3.6100e-04 1.1157e-04 3.9268e-11 1.1157e-04 2.7678e-01 0.0000e+00
868 0.0000e+00 3.2630e-04 1.1118e-04 3.7411e-11 1.1118e-04 2.7689e-01 0.0000e+00
869 0.0000e+00 2.6650e-04 1.1080e-04 3.5642e-11 1.1080e-04 2.7700e-01 0.0000e+00
870 0.0000e+00 1.8830e-04 1.1042e-04 3.3957e-11 1.1042e-04 2.7711e-01 0.0000e+00
871 0.0000e+00 9.1200e-05 1.1003e-04 3.2352e-11 1.1003e-04 2.7722e-01 0.0000e+00
872 0.0000e+00 0.0000e+00 1.0966e-04 2.8906e-11 1.0966e-04 2.7733e-01 0.0000e+00
873 0.0000e+00 0.0000e+00 1.0928e-04 2.7553e-11 1.0928e-04 2.7744e-01 0.0000e+00
874 0.0000e+00 0.0000e+00 1.0891e-04 2.6263e-11 1.0891e-04 2.7755e-01 0.0000e+00
875 0.0000e+00 0.0000e+00 1.0854e-04 2.5034e-11 1.0854e-04 2.7766e-01 0.0000e+00
876 0.0000e+00 0.0000e+00 1.0817e-04 2.3863e-11 1.0817e-04 2.7777e-01 0.0000e+00
877 0.0000e+00 0.0000e+00 1.0781e-04 2.2748e-11 1.0781e-04 2.7787e-01 0.0000e+00
878 0.0000e+00 0.0000e+00 1.0744e-04 2.1350e-11 1.0744e-04 2.7798e-01 0.0000e+00
879 0.0000e+00 0.0000e+00 1.0708e-04 2.0354e-11 1.0708e-04 2.7809e-01 0.0000e+00
880 0.0000e+00 0.0000e+00 1.0673e-04 1.9405e-11 1.0673e-04 2.7820e-01 0.0000e+00
881 0.0000e+00 0.0000e+00 1.0637e-04 1.8500e-11 1.0637e-04 2.7830e-01 0.0000e+00
882 0.0000e+00 0.0000e+00 1.0602e-04 1.7638e-11 1.0602e-04 2.7841e-01 0.0000e+00
883 0.0000e+00 0.0000e+00 1.0567e-04 1.6816e-11 1.0567e-04 2.7851e-01 0.0000e+00
884 0.0000e+00 0.0000e+00 1.0532e-04 1.6033e-11 1.0532e-04 2.7862e-01 0.0000e+00
885 0.0000e+00 6.4300e-05 1.0497e-04 1.5197e-11 1.0497e-04 2.7872e-01 0.0000e+00
886 0.0000e+00 1.2410e-04 1.0463e-04 1.4490e-11 1.0463e-04 2.7883e-01 0.0000e+00
887 0.0000e+00 1.7560e-04 1.0429e-04 1.3816e-11 1.0429e-04 2.7893e-01 0.0000e+00
888 0.0000e+00 2.1500e-04 1.0395e-04 1.3173e-11 1.0395e-04 2.7904e-01 0.0000e+00
889 0.0000e+00 2.3790e-04 1.0361e-04 1.2561e-11 1.0361e-04 2.7914e-01 0.0000e+00
890 0.0000e+00 2.4840e-04 1.0328e-04 1.1977e-11 1.0328e-04 2.7924e-01 0.0000e+00
891 0.0000e+00 2.3790e-04 1.0294e-04 1.1302e-11 1.0294e-04 2.7935e-01 0.0000e+00
892 0.0000e+00 2.1500e-04 1.0261e-04 1.0777e-11 1.0261e-04 2.7945e-01 0.0000e+00
893 0.0000e+00 1.7560e-04 1.0228e-04 1.0277e-11 1.0228e-04 2.7955e-01 0.0000e+00
894 0.0000e+00 1.2410e-04 1.0196e-04 9.7998e-12 1.0196e-04 2.7965e-01 0.0000e+00
895 0.0000e+00 6.0100e-05 1.0163e-04 9.3451e-12 1.0163e-04 2.7975e-01 0.0000e+00
896 0.0000e+00 0.0000e+00 1.0131e-04 8.9116e-12 1.0131e-04 2.7986e-01 0.0000e+00
897 0.0000e+00 0.0000e+00 1.0099e-04 8.2579e-12 1.0099e-04 2.7996e-01 0.0000e+00
898 0.0000e+00 0.0000e+00 1.0067e-04 7.8754e-12 1.0067e-04 2.8006e-01 0.0000e+00
899 0.0000e+00 0.0000e+00 1.0036e-04 7.5107e-12 1.0036e-04 2.8016e-01 0.0000e+00
900 0.0000e+00 0.0000e+00 1.0004e-04 7.1630e-12 1.0004e-04 2.8026e-01 0.0000e+00
901 0.0000e+00 0.0000e+00 9.9730e-05 6.8315e-12 9.9730e-05 2.8036e-01 0.0000e+00
902 0.0000e+00 0.0000e+00 9.9420e-05 6.5154e-12 9.9420e-05 2.8046e-01 0.0000e+00
903 0.0000e+00 0.0000e+00 9.9111e-05 3.4252e-12 9.9111e-05 2.8056e-01 0.0000e+00
904 0.0000e+00 0.0000e+00 9.8805e-05 3.2684e-12 9.8805e-05 2.8066e-01 0.0000e+00
905 0.0000e+00 0.0000e+00 9.8500e-05 3.1189e-12 9.8500e-05 2.8075e-01 0.0000e+00
906 0.0000e+00 0.0000e+00 9.8198e-05 2.9762e-12 9.8198e-05 2.8085e-01 0.0000e+00
907 0.0000e+00 0.0000e+00 9.7897e-05 2.8400e-12 9.7897e-05 2.8095e-01 0.0000e+00
908 0.0000e+00 0.0000e+00 9.7598e-05 2.7101e-12 9.7598e-05 2.8105e-01 0.0000e+00
909 0.0000e+00 8.0200e-05 9.7300e-05 2.5862e-12 9.7300e-05 2.8114e-01 0.0000e+00
910 0.0000e+00 1.5480e-04 9.7005e-05 0.0000e+00 9.7005e-05 2.8124e-01 0.0000e+00
911 0.0000e+00 2.1910e-04 9.6711e-05 0.0000e+00 9.6711e-05 2.8134e-01 0.0000e+00
912 0.0000e+00 2.6830e-04 9.6420e-05 0.0000e+00 9.6420e-05 2.8143e-01 0.0000e+00
913 0.0000e+00 2.9680e-04 9.6130e-05 0.0000e+00 9.6130e-05 2.8153e-01 0.0000e+00
914 0.0000e+00 3.0990e-04 9.5841e-05 0.0000e+00 9.5841e-05 2.8163e-01 0.0000e+00
915 0.0000e+00 2.9680e-04 9.5555e-05 0.0000e+00 9.5555e-05 2.8172e-01 0.0000e+00
916 0.0000e+00 2.6830e-04 9.5270e-05 0.0000e+00 9.5270e-05 2.8182e-01 0.0000e+00
917 0.0000e+00 2.1910e-04 9.4986e-05 0.0000e+00 9.4986e-05 2.8191e-01 0.0000e+00
918 0.0000e+00 1.5480e-04 9.4705e-05 0.0000e+00 9.4705e-05 2.8201e-01 0.0000e+00
919 0.0000e+00 7.5000e-05 9.4425e-05 0.0000e+00 9.4425e-05 2.8210e-01 0.0000e+00
920 0.0000e+00 0.0000e+00 9.4147e-05 0.0000e+00 9.4147e-05 2.8220e-01 0.0000e+00
921 0.0000e+00 0.0000e+00 9.3870e-05 0.0000e+00 9.3870e-05 2.8229e-01 0.0000e+00
922 0.0000e+00 0.0000e+00 9.3595e-05 0.0000e+00 9.3595e-05 2.8238e-01 0.0000e+00
923 0.0000e+00 0.0000e+00 9.3322e-05 0.0000e+00 9.3322e-05 2.8248e-01 0.0000e+00
924 0.0000e+00 0.0000e+00 9.3050e-05 0.0000e+00 9.3050e-05 2.8257e-01 0.0000e+00
925 0.0000e+00 0.0000e+00 9.2780e-05 0.0000e+00 9.2780e-05 2.8266e-01 0.0000e+00
926 0.0000e+00 0.0000e+00 9.2511e-05 0.0000e+00 9.2511e-05 2.8275e-01 0.0000e+00
927 0.0000e+00 0.0000e+00 9.2244e-05 0.0000e+00 9.2244e-05 2.8285e-01 0.0000e+00
928 0.0000e+00 0.0000e+00 9.1979e-05 0.0000e+00 9.1979e-05 2.8294e-01 0.0000e+00
929 0.0000e+00 0.0000e+00 9.1715e-05 0.0000e+00 9.1715e-05 2.8303e-01 0.0000e+00
930 0.0000e+00 0.0000e+00 9.1452e-05 0.0000e+00 9.1452e-05 2.8312e-01 0.0000e+00
